lambda,nr,Kab,Kcar,Kant,Kbrw,Kw,Km
2337,1.2788,0,0,0,0,30.73,30.07
2338,1.2787,0,0,0,0,30.92,30.11
2339,1.2787,0,0,0,0,31.07,30.17
2340,1.2786,0,0,0,0,31.45,30.22
2341,1.2785,0,0,0,0,31.6,30.23
2342,1.2785,0,0,0,0,31.8,30.29
2343,1.2784,0,0,0,0,31.99,30.28
2344,1.2784,0,0,0,0,32.19,30.29
2345,1.2783,0,0,0,0,32.38,30.27
2346,1.2782,0,0,0,0,32.72,30.27
2347,1.2781,0,0,0,0,32.9,30.24
2348,1.278,0,0,0,0,33.11,30.19
2349,1.2779,0,0,0,0,33.31,30.1
2350,1.2778,0,0,0,0,33.48,30.1
2351,1.2777,0,0,0,0,33.88,30.03
2352,1.2776,0,0,0,0,34.04,29.93
2353,1.2776,0,0,0,0,34.26,29.83
2354,1.2775,0,0,0,0,34.47,29.84
2355,1.2774,0,0,0,0,34.68,29.75
2356,1.2773,0,0,0,0,34.86,29.66
2357,1.2772,0,0,0,0,35.28,29.58
2358,1.2771,0,0,0,0,35.47,29.48
2359,1.277,0,0,0,0,35.7,29.3
2360,1.2769,0,0,0,0,35.92,29.26
2361,1.2768,0,0,0,0,36.1,29.2
2362,1.2767,0,0,0,0,36.56,29.13
2363,1.2766,0,0,0,0,36.75,29.02
2364,1.2765,0,0,0,0,36.97,28.9
2365,1.2764,0,0,0,0,37.16,28.82
2366,1.2763,0,0,0,0,37.61,28.72
2367,1.2762,0,0,0,0,37.77,28.73
2368,1.2761,0,0,0,0,38.01,28.7
2369,1.276,0,0,0,0,38.27,28.65
2370,1.2759,0,0,0,0,38.48,28.58
2371,1.2758,0,0,0,0,38.92,28.54
2372,1.2757,0,0,0,0,39.13,28.5
2373,1.2757,0,0,0,0,39.38,28.46
2374,1.2756,0,0,0,0,39.57,28.38
2375,1.2755,0,0,0,0,40.07,28.34
2376,1.2754,0,0,0,0,40.24,28.23
2377,1.2753,0,0,0,0,40.5,28.2
2378,1.2753,0,0,0,0,40.78,28.17
2379,1.2752,0,0,0,0,40.96,28.09
2380,1.2751,0,0,0,0,41.47,28.03
2381,1.275,0,0,0,0,41.67,28.03
2382,1.2749,0,0,0,0,41.96,28.01
2383,1.2749,0,0,0,0,42.2,27.94
2384,1.2748,0,0,0,0,42.68,27.91
2385,1.2747,0,0,0,0,42.93,27.9
2386,1.2746,0,0,0,0,43.19,27.84
2387,1.2745,0,0,0,0,43.42,27.79
2388,1.2745,0,0,0,0,43.88,27.81
2389,1.2744,0,0,0,0,44.13,27.82
2390,1.2743,0,0,0,0,44.39,27.81
2391,1.2742,0,0,0,0,44.64,27.81
2392,1.2742,0,0,0,0,45.13,27.83
2393,1.2741,0,0,0,0,45.38,27.85
2394,1.2741,0,0,0,0,45.65,27.85
2395,1.274,0,0,0,0,45.9,27.82
2396,1.2739,0,0,0,0,46.38,27.82
2397,1.2739,0,0,0,0,46.63,27.79
2398,1.2738,0,0,0,0,46.9,27.79
2399,1.2738,0,0,0,0,47.14,27.78
2400,1.2737,0,0,0,0,47.64,27.83
2401,1.2736,0,0,0,0,47.87,27.84
2402,1.2736,0,0,0,0,48.17,27.88
2403,1.2735,0,0,0,0,48.36,27.91
2404,1.2735,0,0,0,0,48.94,27.99
2405,1.2734,0,0,0,0,49.17,28.04
2406,1.2733,0,0,0,0,49.4,28.12
2407,1.2733,0,0,0,0,49.97,28.11
2408,1.2732,0,0,0,0,50.21,28.19
2409,1.2732,0,0,0,0,50.5,28.19
2410,1.2731,0,0,0,0,50.78,28.17
2411,1.273,0,0,0,0,51.31,28.17
2412,1.273,0,0,0,0,51.59,28.31
2413,1.2729,0,0,0,0,51.91,28.37
2414,1.2729,0,0,0,0,52.46,28.48
2415,1.2728,0,0,0,0,52.75,28.53
2416,1.2727,0,0,0,0,53.1,28.59
2417,1.2727,0,0,0,0,53.39,28.7
2418,1.2726,0,0,0,0,54.01,28.74
2419,1.2726,0,0,0,0,54.29,28.87
2420,1.2725,0,0,0,0,54.62,28.98
2421,1.2725,0,0,0,0,55.23,29.1
2422,1.2724,0,0,0,0,55.55,29.23
2423,1.2724,0,0,0,0,55.88,29.34
2424,1.2723,0,0,0,0,56.18,29.44
2425,1.2723,0,0,0,0,56.86,29.59
2426,1.2722,0,0,0,0,57.13,29.73
2427,1.2722,0,0,0,0,57.46,29.87
2428,1.2721,0,0,0,0,58.08,30.02
2429,1.2721,0,0,0,0,58.41,30.16
2430,1.272,0,0,0,0,58.78,30.35
2431,1.272,0,0,0,0,59.46,30.43
2432,1.2719,0,0,0,0,59.76,30.64
2433,1.2719,0,0,0,0,60.09,30.84
2434,1.2718,0,0,0,0,60.39,30.98
2435,1.2718,0,0,0,0,61.07,31.22
2436,1.2717,0,0,0,0,61.46,31.32
2437,1.2717,0,0,0,0,61.8,31.51
2438,1.2716,0,0,0,0,62.5,31.64
2439,1.2716,0,0,0,0,62.86,31.84
2440,1.2715,0,0,0,0,63.16,32.04
2441,1.2715,0,0,0,0,63.92,32.21
2442,1.2714,0,0,0,0,64.27,32.33
2443,1.2714,0,0,0,0,64.62,32.55
2444,1.2713,0,0,0,0,65.39,32.82
2445,1.2713,0,0,0,0,65.74,33.15
2446,1.2713,0,0,0,0,66.09,33.39
2447,1.2713,0,0,0,0,66.85,33.6
2448,1.2712,0,0,0,0,67.25,33.84
2449,1.2712,0,0,0,0,67.59,34.1
2450,1.2712,0,0,0,0,68.42,34.26
2451,1.2712,0,0,0,0,68.81,34.52
2452,1.2711,0,0,0,0,69.18,34.72
2453,1.2711,0,0,0,0,70.09,34.97
2454,1.271,0,0,0,0,70.46,35.19
2455,1.271,0,0,0,0,70.84,35.39
2456,1.271,0,0,0,0,71.74,35.61
2457,1.271,0,0,0,0,72.12,35.78
2458,1.2709,0,0,0,0,72.49,36.04
2459,1.2709,0,0,0,0,73.4,36.18
2460,1.2709,0,0,0,0,73.81,36.36
2461,1.2709,0,0,0,0,74.23,36.6
2462,1.2709,0,0,0,0,75.14,36.74
2463,1.2708,0,0,0,0,75.54,36.82
2464,1.2708,0,0,0,0,75.91,36.99
2465,1.2708,0,0,0,0,76.75,37.11
2466,1.2708,0,0,0,0,77.18,37.35
2467,1.2708,0,0,0,0,78.01,37.58
2468,1.2708,0,0,0,0,78.39,37.92
2469,1.2708,0,0,0,0,78.8,37.96
2470,1.2708,0,0,0,0,79.7,38.12
2471,1.2708,0,0,0,0,80.05,38.21
2472,1.2708,0,0,0,0,80.46,38.33
2473,1.2708,0,0,0,0,81.36,38.56
2474,1.2708,0,0,0,0,81.73,38.74
2475,1.2708,0,0,0,0,82.15,38.77
2476,1.2708,0,0,0,0,82.95,38.84
2477,1.2709,0,0,0,0,83.38,38.83
2478,1.2709,0,0,0,0,84.23,38.79
2479,1.271,0,0,0,0,84.74,38.86
2480,1.271,0,0,0,0,85.1,39
2481,1.2711,0,0,0,0,85.84,39
2482,1.2712,0,0,0,0,86.17,39.06
2483,1.2712,0,0,0,0,86.37,39.05
2484,1.2713,0,0,0,0,87.08,39.16
2485,1.2714,0,0,0,0,87.62,39.28
2486,1.2715,0,0,0,0,88.84,39.48
2487,1.2716,0,0,0,0,89.04,39.43
2488,1.2717,0,0,0,0,89.45,39.51
2489,1.2718,0,0,0,0,90.55,39.64
2490,1.2719,0,0,0,0,90.89,39.53
2491,1.272,0,0,0,0,91.34,39.6
2492,1.2722,0,0,0,0,92.04,39.58
2493,1.2723,0,0,0,0,92.44,39.54
2494,1.2725,0,0,0,0,93.08,39.4
2495,1.2726,0,0,0,0,93.33,39.36
2496,1.2728,0,0,0,0,93.58,39.17
2497,1.273,0,0,0,0,94.16,39.26
2498,1.2732,0,0,0,0,94.48,38.93
2499,1.2734,0,0,0,0,94.99,39.21
2500,1.2736,0,0,0,0,95.3,38.71
